img_path,article_id,detail_desc
../datasets/images/0654410024.jpg,654410024,Short-sleeved polo shirt in cotton piqué with a ribbed collar and button placket.
../datasets/images/0841228001.jpg,841228001,"Straight-cut T-shirt in soft cotton jersey with a narrow, ribbed trim around the neckline."
../datasets/images/0633740001.jpg,633740001,Jumper in a soft rib knit with long sleeves.
../datasets/images/0651461003.jpg,651461003,Long-sleeved jumper in a soft waffle-knit cotton blend with a zipped pocket on one sleeve.
../datasets/images/0525831010.jpg,525831010,"Round-necked, long-sleeved top in stretch, cotton-blend jersey. Slim fit."
../datasets/images/0438702001.jpg,438702001,"Trainers in imitation leather with lacing at the front, a loop at the back, canvas linings and insoles and rubber soles."
../datasets/images/0642617001.jpg,642617001,"Dungarees in lightweight sweatshirt fabric made from an organic cotton blend with adjustable straps that button at the front and ribbed side sections. Kangaroo pocket with appliqués and a print motif, concealed press-studs at the crotch and down the legs, and ribbed hems."
../datasets/images/0844501002.jpg,844501002,Wide waist belt in imitation suede with a round metal buckle. Width 6 cm.
../datasets/images/0691757002.jpg,691757002,"Polo shirt in cotton piqué with a ribbed collar, button placket and short sleeves with ribbed trims."
../datasets/images/0659531002.jpg,659531002,Wide T-shirt in printed cotton jersey with a ribbed neckline and dropped shoulders.
../datasets/images/0724216001.jpg,724216001,Thin metal rings in various designs.
../datasets/images/0669388003.jpg,669388003,"Short-sleeved shirt in a patterned Tencel™ lyocell weave with a turn-down collar, French front and straight hem. Regular fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
../datasets/images/0796035005.jpg,796035005,"Long-sleeved jumper in soft, fine-knit cotton with a sequin motif on the front, slits in the sides and ribbing around the neckline, cuffs and hem. Slightly longer at the back."
../datasets/images/0696134003.jpg,696134003,"Short dress in a crêpe weave with a round neckline and V-shaped opening at the front. Small opening with a concealed zip and hook-and-eye fastener at the back of the neck, and long, wide balloon sleeves with buttoned cuffs. Unlined."
../datasets/images/0736489019.jpg,736489019,"Platform trainers with lacing at the front, cotton canvas linings and insoles and rubber soles. Platform 3.5 cm."
../datasets/images/0659055001.jpg,659055001,"Jacket in a jacquard weave with a sheen. Peak lapels, a chest pocket, jetted front pockets and three inner pockets, one with a button. One button at the front, decorative buttons at the cuffs and a single back vent. Lined. Slim fit that tapers at the chest and waist which, combined with slightly narrower sleeves, creates a fitted silhouette."
../datasets/images/0845203001.jpg,845203001,"Jacket in imitation leather with a diagonal zip down the front, notch lapels with decorative press-studs and a zip at the cuffs. Zipped side pockets, a small front pocket with a flap and press-stud, and a detachable, adjustable belt with a metal buckle at the hem. Lined."
../datasets/images/0643220001.jpg,643220001,Jumper knitted in a cotton-blend with a cable-knit front and ribbing around the cuffs and hem.
../datasets/images/0767605016.jpg,767605016,"Sleeveless, calf-length dress in soft viscose jersey in a straight cut with high slits in the sides."
../datasets/images/0554541026.jpg,554541026,"5-pocket slim-fit jeans in washed, superstretch, flexible denim for maximum mobility with an adjustable, elasticated waist, zip fly and narrow hems."
../datasets/images/0806141002.jpg,806141002,"Sleeveless playsuit in printed cotton jersey with a narrow, elasticated seam and decorative bow at the waist, and small frill trim at the hems."
../datasets/images/0457765006.jpg,457765006,"Rib-knit, shaftless socks in a soft cotton blend."
../datasets/images/0566941019.jpg,566941019,"Swim shorts in woven fabric with an elasticated drawstring waist, side pockets and a welt back pocket with a hook and loop fastener. Soft mesh inner shorts."
../datasets/images/0504852005.jpg,504852005,Satin bomber jacket with a stand-up collar and zip down the front. Lined.
../datasets/images/0443696005.jpg,443696005,"Long-sleeved top in sweatshirt fabric made from an organic cotton blend with a lined hood, kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
../datasets/images/0863067002.jpg,863067002,Shorts in stretch cotton twill. High waist with tabs and metal D-rings at the front and a concealed zip fly with a hook-and-eye fastening. Relaxed fit with pleats at the top of the front and side pockets.
../datasets/images/0706991004.jpg,706991004,"Sleeveless dress in lace with an opening and button at the back of the neck, gathered seam and decorative bow at the waist and a scalloped hem. Jersey lining."
../datasets/images/0705988005.jpg,705988005,"Ankle-length treggings in stretch twill with a high waist, zip fly and button, back pockets and super-skinny legs with raw-edge hems."
../datasets/images/0723799004.jpg,723799004,"Knee-length, pleated dress with a rounded neckline, opening and button at the back of the neck, long sleeves and a seam at the waist with a detachable tie belt. Unlined."
../datasets/images/0896343002.jpg,896343002,"Flared leggings in jersey. High waist with covered elastication, and a slit at the hems."
../datasets/images/0648438001.jpg,648438001,"Boots in waterproof imitation leather with an ankle-height shaft, elasticated lacing at the front and a hook and loop fastening at the top. Mesh linings and insoles and chunky rubber soles."
../datasets/images/0833530009.jpg,833530009,Fully lined bikini bottoms with a low waist and cutaway coverage at the back.
../datasets/images/0733696005.jpg,733696005,"Shirt in softly draping matt silk with a collar and buttons down the front. Yoke with a pleat at the back, wide, buttoned cuffs and a rounded hem. Longer at the back."
../datasets/images/0749182001.jpg,749182001,"Long, sleeveless dress in an airy, patterned weave with a stand-up collar that ties at one side and covered buttons on one shoulder. Lined."
../datasets/images/0718731009.jpg,718731009,"Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front."
../datasets/images/0467302099.jpg,467302099,"Short, sleeveless dress in sturdy jersey with a deep neckline at the back, seam at the waist and flared skirt."
../datasets/images/0865702001.jpg,865702001,"Baby Exclusive. Set with a jumper and pair of trousers in soft, garter-stitched organic cotton. Jumper with buttons at the shoulders, long raglan sleeves and roll edges at the cuffs and hem. Trousers with an elasticated drawstring waist and roll-edge hems."
../datasets/images/0783019003.jpg,783019003,Court shoes with pointed toes. Fabric linings and imitation leather insoles. Heel 6 cm.
../datasets/images/0682192001.jpg,682192001,"WILLIAM MORRIS & CO. x H&M. Long-sleeved top in sweatshirt fabric made from a soft cotton blend with ribbing around the neckline, cuffs and hem. Soft brushed inside."
../datasets/images/0824764013.jpg,824764013,Top in linen jersey with a V-neck and short sleeves.
../datasets/images/0815433001.jpg,815433001,Belt in regenerated leather with a metal buckle. Width approx. 3 cm.
../datasets/images/0874465005.jpg,874465005,"Short, A-line dress in soft, slub cotton jersey with a narrow trim around the neckline, dropped shoulders, short, flounce-trimmed sleeves and a seam with a wide flounce at the hem."
../datasets/images/0862970001.jpg,862970001,Short dress in airy plumeti chiffon with a frill-trimmed V-neck and wrapover top with a concealed press-stud at the front. Elasticated seam at the waist and long sleeves with elastication and a frill at the cuffs. Partly lined.
../datasets/images/0700827004.jpg,700827004,"Fitted top in ribbed cotton jersey with a V-neck, long sleeves and overlocked edges at the cuffs and hem."
../datasets/images/0551892001.jpg,551892001,"Shirt in premium cotton with a narrow turn-down collar, French front and yoke at the back. Long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slim fit with narrow shoulders and a tapered waist for a fitted silhouette."
../datasets/images/0621530001.jpg,621530001,One-shoulder blouse in a spotted jacquard weave with one long sleeve. Frill trim at the top that continues right down the sleeve and a concealed zip in one side.
../datasets/images/0580089001.jpg,580089001,Baby Exclusive. Leggings in soft pima cotton jersey with an elasticated waist.
../datasets/images/0253448056.jpg,253448056,"Push-up bra in microfibre with underwired, moulded, padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back."
../datasets/images/0872971011.jpg,872971011,T-shirt in soft cotton with a print motif and sequins.
../datasets/images/0716156003.jpg,716156003,"Short jersey top with a round neckline, short sleeves and an open back with ties at the hem."
../datasets/images/0752477001.jpg,752477001,"Blouse in a cool viscose weave with a grandad collar, button placket and gathered neckline. Relaxed fit with dropped shoulders, long balloon sleeves and narrow, buttoned cuffs."
../datasets/images/0780335001.jpg,780335001,"Long-sleeved jumper knitted in a soft wool blend with a V-neck, dropped shoulders and ribbing around the neckline, cuffs and hem. Slightly longer at the back."
../datasets/images/0827242001.jpg,827242001,"Jacket in soft fleece with a high collar, zip down the front and a yoke in woven fabric. Side pockets, a zipped chest pocket, and narrow elastication at the cuffs and hem."
../datasets/images/0621261001.jpg,621261001,"Leggings in soft, patterned sweatshirt fabric with a glittery elastic waistband and contrasting colour stripes down the sides."
../datasets/images/0677992003.jpg,677992003,Top in soft jersey with a small opening and button at the back of the neck and long raglan sleeves that have a gathered seam at the elbows and narrow elastication at the cuffs.
../datasets/images/0600380003.jpg,600380003,Fully lined bikini bottoms with a low waist.
../datasets/images/0881698002.jpg,881698002,Vest top in ribbed jersey made from a cotton blend.
../datasets/images/0575141005.jpg,575141005,Long-sleeved jersey top.
../datasets/images/0728156006.jpg,728156006,"Straight-cut jacket in woven fabric with a shawl collar, thin shoulder pads, welt front pockets and 3/4-length sleeves with a short slit at the cuffs. No fasteners. Lined."
../datasets/images/0217207047.jpg,217207047,Pyjamas in soft organic cotton jersey with short sleeves and legs and press-stud fasteners.
../datasets/images/0842535001.jpg,842535001,"KIDS EXCLUSIVE. Shorts in soft, washed, organic cotton denim with an elasticated waist, fly with decorative buttons, and side pockets."
../datasets/images/0826211002.jpg,826211002,"Short top in sweatshirt fabric with a small stand-up collar, zip at the top, dropped shoulders and long sleeves. Zipped sleeve pocket, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
../datasets/images/0798899001.jpg,798899001,Metal hoop earrings in various sizes. Diameter from approx. 0.8 cm to 1.5 cm.
../datasets/images/0839478002.jpg,839478002,"Wide, straight-cut leather tunic with an opening at the top, dropped shoulders and balloon sleeves with cuffs. High slits in the sides and a raw-edge hem. Unlined."
../datasets/images/0866800011.jpg,866800011,"Large, elasticated scrunchie."
../datasets/images/0644678006.jpg,644678006,Long-sleeved tops in soft cotton jersey.
../datasets/images/0789081003.jpg,789081003,"Long-sleeved body in stretch fabric with a stand-up collar, opening front and back, and hook-and-eye fasteners at the back of the neck. Seam at the hips, a microfibre lower section and a lined gusset with press-studs."
../datasets/images/0895487005.jpg,895487005,Short skirt in a recycled wool and recycled polyester weave with a brushed finish. High waist and a concealed zip at the back. Lined.
../datasets/images/0491912006.jpg,491912006,"Chinos in washed cotton twill with a regular waist, zip fly and button, side pockets, welt back pockets and skinny legs. Skinny fit."
../datasets/images/0629897001.jpg,629897001,"Platform sandals in cotton canvas with a braided jute trim and an adjustable ankle strap with a metal buckle. Thermoplastic rubber (TPR) soles. Platform front 4 cm, heel 13.5 cm."
../datasets/images/0558753001.jpg,558753001,"Short-sleeved, V-neck top in mesh with press-studs down the front and a print motif on the chest."
../datasets/images/0812874002.jpg,812874002,"Jumper in a soft, chunky knit with a ribbed polo neck. Relaxed fit with dropped shoulders, long, wide sleeves and ribbing at the cuffs and hem."
../datasets/images/0619764011.jpg,619764011,Fine-knit socks in a soft cotton blend.
../datasets/images/0564326001.jpg,564326001,Narrow belt in grained imitation leather with a metal buckle. Width 1.2 cm.
../datasets/images/0727616003.jpg,727616003,Off-the-shoulder dress in a crinkled viscose weave with elastication at the top and long sleeves with elastication at the cuffs. Elasticated seam at the waist and a flared skirt with a flounced hem. Airy jersey underskirt.
../datasets/images/0485537021.jpg,485537021,Pyjamas in soft ribbed cotton jersey with contrasting colour ribbing. Long-sleeved top. Bottoms with an elasticated waist.
../datasets/images/0717727011.jpg,717727011,"Maxi dress in a crêpe weave made partly from recycled polyester with a V-neck and narrow shoulder straps. Gathered, elasticated seam at the waist and a straight-cut skirt with high slits in the sides. Unlined."
../datasets/images/0753206013.jpg,753206013,"Joggers in sturdy sweatshirt fabric made from a cotton blend with an elasticated drawstring waist, zipped side pockets and a fake back pocket. Tapered legs with ribbed hems. Soft brushed inside."
../datasets/images/0625568004.jpg,625568004,"Padded jacket in windproof, water-repellent, breathable functional fabric with a detachable, padded, lined hood, stand-up collar and zip down the front with a chin guard. Zipped front pockets, inner ribbing and a tab with a hook and loop fastening at the cuffs, and folded seams. Lined. The jacket has a water-repellent coating without fluorocarbons."
../datasets/images/0640597003.jpg,640597003,"V-neck jumper in a soft, loose knit with dropped shoulders, 3/4-length sleeves and roll edges at the cuffs and hem."
../datasets/images/0764387003.jpg,764387003,"Short, high-waisted skirt in suede with decorative seams. Visible zip and a concealed button at the back. Lined."
../datasets/images/0852772003.jpg,852772003,Hi-top trainers in canvas with lacing at the front. Canvas linings and insoles and patterned soles.
../datasets/images/0628499015.jpg,628499015,"Jumper in a soft, fine knit with long sleeves and ribbing around the neckline, cuffs and hem."
../datasets/images/0649594001.jpg,649594001,"5-pocket trousers in stretch twill with adjustable elastication and a press-stud at the waist, and a fake fly."
../datasets/images/0912095003.jpg,912095003,"Short jersey dress with a small gathered collar and an opening and button at the back of the neck. Seam at the waist and long, cuffed sleeves. Unlined."
../datasets/images/0160442042.jpg,160442042,"Short, fine-knit socks designed to be hidden by your shoes with a silicone trim at the back of the heel to keep them in place."
../datasets/images/0681121002.jpg,681121002,Imitation suede Captain’s cap. Lined.
../datasets/images/0688728010.jpg,688728010,"Jersey hipster briefs with a low waist, lined gusset, wide sides and cutaway coverage at the back."
../datasets/images/0762782002.jpg,762782002,"Dress in patterned viscose twill with a small opening and buttons at the back of the neck and a yoke at the front with a frill trim that continues over the shoulders. Long sleeves with elastication at the cuffs, and a seam at the waist and hem to create width in the skirt. Unlined."
../datasets/images/0537907002.jpg,537907002,Lace top with a small stand-up collar and an opening with ties at the back of the neck. Lined.
../datasets/images/0469562065.jpg,469562065,"Jeans in washed, stretch denim with fake front pockets, real back pockets and skinny legs. Wide ribbing at the waist for best fit over the tummy."
../datasets/images/0689071003.jpg,689071003,"Cargo trousers in cotton twill with side pockets, back pockets with a button and flap leg pockets with a button. Zip fly and button, and slim, tapered legs."
../datasets/images/0871088003.jpg,871088003,"Long-sleeved cardigan in a loose, textured, soft cotton knit with a button at the neckline and ribbed flounce over each shoulder."
../datasets/images/0816166002.jpg,816166002,"Short, straight-cut dress in woven fabric with a small stand-up collar and V-neck opening at the top. Dropped shoulders, short sleeves with sewn-in turn-ups, and a rounded hem. Slightly longer at the back. Unlined."
../datasets/images/0623667001.jpg,623667001,"Knitted jacket with a stand-up collar, zip down the front, long raglan sleeves and front pockets. Soft, thermal fleece inside."
../datasets/images/0819004002.jpg,819004002,"Thin metal chain necklace with a pendant in the shape of a crescent moon, and a trigger clasp. Adjustable length 48-57 cm."
../datasets/images/0509572005.jpg,509572005,"Short, sleeveless dress in a patterned weave with a V-neck and narrow, detachable tie belt at the waist. Jersey lining."
../datasets/images/0585788003.jpg,585788003,"Jumper in a soft rib knit with a slightly wider, ribbed neckline, long raglan sleeves and narrow ribbing at the cuffs and hem."
../datasets/images/0744100001.jpg,744100001,"Pyjamas with a top and shorts in soft cotton jersey. Top with a wider neckline, print motif, short sleeves with sewn-in turn-ups, and a rounded hem. Shorts with covered elastication and a drawstring at the waist."
../datasets/images/0567122002.jpg,567122002,"Dungarees in washed stretch twill with worn details, adjustable straps and a pocket at the top. Side and back pockets, buttons at the sides and tapered legs with cut-off hems."
../datasets/images/0910268001.jpg,910268001,Metal hoop earrings in various designs.
../datasets/images/0824146002.jpg,824146002,"Long-sleeved top in soft, printed cotton jersey with a concealed press-stud on one shoulder."
../datasets/images/0816353001.jpg,816353001,"String body in soft, ribbed jersey with short sleeves, a seam under the bust and press-studs at the crotch."
../datasets/images/0687424003.jpg,687424003,"Calf-length dress in a viscose weave with a collar, concealed buttons down the front, long sleeves with wide, buttoned cuffs and a detachable belt with metal D-rings. Unlined."
../datasets/images/0646798006.jpg,646798006,"T-shirt in slub cotton jersey with a motif on the front, short sleeves with sewn-in turn-ups and a rounded hem."
../datasets/images/0348330039.jpg,348330039,Sleeveless bodysuits in soft organic cotton jersey with press-studs at the crotch.
../datasets/images/0860752003.jpg,860752003,"Jumper in a soft cotton knit with dropped shoulders, long sleeves, a zipped chest pocket in woven fabric, and ribbing around the neckline, cuffs and hem."
../datasets/images/0796226002.jpg,796226002,"Top in printed sweatshirt fabric with a kangaroo pocket and jersey-lined hood with a wrapover front and decorative drawstring. Long sleeves, and ribbing at the cuffs and hem. Soft brushed inside."
../datasets/images/0791837020.jpg,791837020,"Long-sleeved Henley top in soft, stretch cotton jersey with a button placket."
../datasets/images/0700325002.jpg,700325002,Cold shoulder jumper in a soft rib knit with lace shoulder straps and long sleeves.
../datasets/images/0567413014.jpg,567413014,T-shirt in cotton jersey.
../datasets/images/0903698001.jpg,903698001,Short-sleeved dress in crinkled jersey with a super-voluminous skirt in four layers of tulle. Opening with a button at the back of the neck and a shimmering tone-on-tone elastic trim at the waist.
../datasets/images/0453453010.jpg,453453010,"Swim shorts with an elasticated, drawstring waist and fake fly. Soft mesh inner shorts."
../datasets/images/0573605023.jpg,573605023,Long-sleeved tops in soft jersey with a round neck and long sleeves. The cotton content of the tops is organic.
../datasets/images/0665666013.jpg,665666013,"5-pocket slim-fit jeans in washed denim with stretch. Regular waist, zip fly and gently tapered legs. The jeans are made from selvedge denim, a high-quality denim woven on traditional shuttle looms with a distinctive red/white selvedge that stops the fabric from unravelling."
../datasets/images/0634050005.jpg,634050005,Leggings in soft organic cotton jersey with an elasticated waist.
../datasets/images/0697096006.jpg,697096006,"Shorts in printed cotton jersey with an elasticated, frill-trimmed waist with a decorative bow, and side pockets."
../datasets/images/0616597001.jpg,616597001,T-shirt in soft organic cotton jersey with a text print. Press-studs on one shoulder in sizes 0-12 months.
../datasets/images/0638861001.jpg,638861001,"Full-length, sleeveless dress in airy, patterned chiffon with an opening and button at the back of the neck, elasticated seam at the waist and asymmetric hem. Satin lining."
../datasets/images/0708275003.jpg,708275003,"Gently flared, sleeveless top in soft, patterned cotton jersey with gathers at the top and narrow shoulder straps with tie details."
../datasets/images/0776299004.jpg,776299004,"Long-sleeved top in a soft, rib knit with a low neckline and button placket."
../datasets/images/0678696006.jpg,678696006,Wide sports top in fast-drying functional fabric with a slightly wider neckline and short cap sleeves. Rounded and slightly longer at the back.
../datasets/images/0747528002.jpg,747528002,"5-pocket slim-fit jeans in washed, stretch denim with worn details, an adjustable elasticated waist, zip fly and narrow hems."
../datasets/images/0700010001.jpg,700010001,"Fully lined swimsuit with a text print on the front, racer back and cut-out section at the back."
../datasets/images/0656649009.jpg,656649009,Sports tights in fast-drying functional fabric with an elasticated waist and jacquard-patterned details. The tights are designed with the minimum number of seams for a more comfortable fit and increased mobility.
../datasets/images/0868817002.jpg,868817002,"Socks in a soft, fine-knit cotton blend with a fold-down shaft and soft terry inside. Sizes 3-9 with anti-slip protectors."
../datasets/images/0546745002.jpg,546745002,"Jumper in a textured, premium cotton knit with long raglan sleeves and ribbing around the neckline, cuffs and hem."
../datasets/images/0633162010.jpg,633162010,T-shirt in cotton jersey with a print motif.
../datasets/images/0820507004.jpg,820507004,"Hipster briefs in lace with a mid waist, lined gusset and cutaway coverage at the back."
../datasets/images/0866387009.jpg,866387009,"Oversized hoodie in soft sweatshirt fabric with a double-layered, wrapover, drawstring hood and kangaroo pocket. Dropped shoulders, long sleeves, ribbing at the cuffs and hem, and slits in the sides. Soft brushed inside."
../datasets/images/0567866002.jpg,567866002,"Cardigan in a soft, fine cotton knit with buttons down the front and scalloped edges."
../datasets/images/0689311001.jpg,689311001,Body in jersey crêpe and microfibre with short sleeves and an open back with a knot detail. Laser-cut edges at the bottom and press-studs at the crotch.
